Dist to GSO,Time,Hex,DS Type,Flight #,Aircraft_Reg,Aircraft_Type,Altitude Baro,Altitude Geom,Ground Speed,Track,Baro Rate,Squawk,Emergency,Category,Latitude,Longitude,NIC Navigation Integrity Category,RC Navigation Accuracy Category,Seen Position,Version,NIC Baro,NAC P,NAC V,SIL Source Integrity Level ,SIL Type,GVA,SDA System Design Assurance,Alert,SPI,MLAT,TISB,Messages,Seen,RSSI
8.98957531186213,000325Z,a34e01,adsb_icao,JBU2513 ,N3118J,BCS3,37000,38925,526.3,54.98,,7215,none,A3,36.163082,-79.770501,8,186,0.095,2,1,10,1,3,perhour,2,2,0,0,[],[],59930380,0.0,-12.9
0.4712548011189142,000325Z,adda23,mode_s,DAL1604 ,N992AT,B712,ground,,0.0,,,5113,none,A3,,,,,,2,,9,1,3,perhour,,2,,,[],[],42326336,9.1,-21.1
7.194281897378761,000330Z,acd0c2,adsb_icao,PDT5754 ,N925AE,E145,31000,32450,521.7,55.7,-64,1770,none,A2,36.213364,-79.976292,8,186,0.392,2,1,9,1,3,perhour,2,2,0,0,[],[],24846389,0.0,-8.2
6.755245038257516,000330Z,a6882d,adsb_icao,N52SH   ,N52SH,B505,1600,1425,126.1,79.49,64,1200,none,A7,35.986084,-79.920273,9,75,0.231,2,1,10,2,3,perhour,2,2,0,0,[],[],350834,0.2,-23.9
5.1096807378967535,000330Z,a0ae33,adsb_icao,DAL2277 ,N143DU,BCS1,34000,35825,414.5,212.39,,1620,none,A3,36.169087,-79.879839,8,186,0.129,2,1,10,1,3,perhour,2,2,0,0,[],[],49755138,0.0,-9.1
9.665099129937028,000330Z,a34e01,adsb_icao,JBU2513 ,N3118J,BCS3,37000,38925,525.7,55.07,,7215,none,A3,36.169647,-79.758968,8,186,0.451,2,1,10,1,3,perhour,2,2,0,0,[],[],59930427,0.0,-12.7
0.4712548011189142,000330Z,adda23,mode_s,DAL1604 ,N992AT,B712,ground,,0.0,,,5113,none,A3,,,,,,0,,8,1,2,perhour,,2,,,[],[],42326337,3.7,-21.1
7.503802385081259,000335Z,acd0c2,adsb_icao,PDT5754 ,N925AE,E145,31000,32450,522.1,55.06,-64,1770,none,A2,36.221054,-79.962559,8,186,0.0,2,1,9,1,3,perhour,2,2,0,0,[],[],24846432,0.0,-10.2
6.7465085601553785,000335Z,a6882d,adsb_icao,N52SH   ,N52SH,B505,1600,1425,126.1,79.49,0,1200,none,A7,35.986588,-79.917011,9,75,0.52,2,1,10,2,3,perhour,2,2,0,0,[],[],350840,0.5,-24.2
4.525184613837744,000335Z,a0ae33,adsb_icao,DAL2277 ,N143DU,BCS1,34000,35825,414.5,212.39,,1620,none,A3,36.160858,-79.886284,8,186,0.124,2,1,10,1,3,perhour,2,2,0,0,[],[],49755180,0.0,-8.2
0.4712548011189142,000335Z,adda23,mode_s,DAL1604 ,N992AT,B712,ground,,0.0,,,5113,none,A3,,,,,,0,,8,1,2,perhour,,2,,,[],[],42326337,8.7,-21.1
